id,updated_at,area,perimeter,width,length,depth
6,2023-06-09 13:31:20 UTC,2.87 &#13217;,7.04 m,1.64 m,2.26 m,0.58 m
7,2023-06-09 13:39:47 UTC,2.71 &#13217;,6.24 m,1.81 m,1.90 m,0.79 m
17,2023-06-09 13:43:13 UTC,0.38 &#13217;,2.36 m,0.59 m,0.73 m,""
19,2023-06-09 13:47:16 UTC,1.83 &#13217;,5.26 m,1.17 m,1.83 m,0.35 m
25,2023-06-09 13:53:27 UTC,0.78 &#13217;,3.47 m,0.74 m,1.26 m,0.14 m
28,2023-06-09 13:56:05 UTC,1.63 &#13217;,4.87 m,1.23 m,1.63 m,0.21 m
